Target,Pair,Lag,Model,RMSE,MAE,R2,Spearman,Train_Time,Optimized,Run_Mode
target_119,LME_CA_Close - FX_CADCHF,2,ElasticNet,0.017491197539193943,0.013018235118590132,-0.005764686031832111,0.17391856776636397,0.00408482551574707,True,OPTIMIZED
target_119,LME_CA_Close - FX_CADCHF,2,XGBoost,0.017465650531125695,0.01295397484539741,-0.0028288648079164425,0.0,0.2818257808685303,True,OPTIMIZED
target_119,LME_CA_Close - FX_CADCHF,2,LightGBM,0.019102115199810303,0.01476606403814538,-0.1995551326859213,0.04282800536012366,1.5650525093078613,True,OPTIMIZED
target_120,LME_AH_Close - FX_AUDCHF,2,Ridge,0.01718209430992189,0.013316128638392466,-0.02052338146135302,-0.003866284976478728,0.008175134658813477,False,OPTIMIZED
target_120,LME_AH_Close - FX_AUDCHF,2,Lasso,0.017019282980126074,0.013030247852140213,-0.0012747888300439492,0.0,0.005274772644042969,False,OPTIMIZED
target_120,LME_AH_Close - FX_AUDCHF,2,RandomForest,0.01881593662389806,0.014361292305919612,-0.22383380621001203,-0.020978042526048298,0.32810521125793457,False,OPTIMIZED
target_120,LME_AH_Close - FX_AUDCHF,2,ElasticNet,0.01701409421950183,0.012969440788865796,-0.0006643538036843477,0.14763822766122167,0.004700422286987305,True,OPTIMIZED
target_120,LME_AH_Close - FX_AUDCHF,2,XGBoost,0.017018409041190657,0.01303205391812353,-0.0011719606959705864,0.0,0.25724220275878906,True,OPTIMIZED
target_120,LME_AH_Close - FX_AUDCHF,2,LightGBM,0.020050292248873038,0.015184393729114435,-0.3896715828780779,-0.18829620598924374,1.1832294464111328,True,OPTIMIZED
target_121,US_Stock_EOG_adj_close - JPX_Gold_Standard_Futures_Close,2,Ridge,0.02767613537598724,0.021095515543518597,-0.13851455168796822,0.11190791124858399,0.007504463195800781,False,OPTIMIZED
target_121,US_Stock_EOG_adj_close - JPX_Gold_Standard_Futures_Close,2,Lasso,0.026080994989487752,0.02004841263448517,-0.011057848273729798,0.023050289691180184,0.005069732666015625,False,OPTIMIZED
target_121,US_Stock_EOG_adj_close - JPX_Gold_Standard_Futures_Close,2,RandomForest,0.0312514619625661,0.022794377529845596,-0.4516715673208649,0.08603018912536421,0.35582709312438965,False,OPTIMIZED
target_121,US_Stock_EOG_adj_close - JPX_Gold_Standard_Futures_Close,2,ElasticNet,0.028411346420881757,0.02176231648008165,-0.19980681485657148,0.05725817157818948,0.17324542999267578,True,OPTIMIZED
target_121,US_Stock_EOG_adj_close - JPX_Gold_Standard_Futures_Close,2,XGBoost,0.02595505294492641,0.019917549933675876,-0.0013168663413571924,0.0,0.3234105110168457,True,OPTIMIZED
target_121,US_Stock_EOG_adj_close - JPX_Gold_Standard_Futures_Close,2,LightGBM,0.026835205915468827,0.020715300755725977,-0.07037894471317307,0.07960436489363454,0.4431893825531006,True,OPTIMIZED
target_122,US_Stock_EWJ_adj_close - JPX_Gold_Standard_Futures_Close,2,Ridge,0.021265311220076383,0.01625888954972649,-0.1102748162521936,0.010065302855437365,0.007905721664428711,False,OPTIMIZED
target_122,US_Stock_EWJ_adj_close - JPX_Gold_Standard_Futures_Close,2,Lasso,0.02021280490771902,0.015262923464953991,-0.003090625009320336,0.0,0.005968332290649414,False,OPTIMIZED
target_122,US_Stock_EWJ_adj_close - JPX_Gold_Standard_Futures_Close,2,RandomForest,0.021700335252769067,0.01656602479742551,-0.1561651909423578,-0.13099855517795728,0.2963700294494629,False,OPTIMIZED
target_122,US_Stock_EWJ_adj_close - JPX_Gold_Standard_Futures_Close,2,ElasticNet,0.02021280490771902,0.015262923464953991,-0.003090625009320336,0.0,0.0031926631927490234,True,OPTIMIZED
target_122,US_Stock_EWJ_adj_close - JPX_Gold_Standard_Futures_Close,2,XGBoost,0.020204546302515492,0.015250975529394454,-0.0022711012354983406,0.0,0.31607770919799805,True,OPTIMIZED
target_122,US_Stock_EWJ_adj_close - JPX_Gold_Standard_Futures_Close,2,LightGBM,0.02084281881673121,0.015882940147014215,-0.0665958991287865,-0.1006257019402865,2.144697666168213,True,OPTIMIZED
target_123,JPX_Platinum_Standard_Futures_Close - US_Stock_XOM_adj_close,2,Ridge,0.028924766483741114,0.022101602176841165,-0.17142059959397682,0.07876944962067364,0.008203268051147461,False,OPTIMIZED
target_123,JPX_Platinum_Standard_Futures_Close - US_Stock_XOM_adj_close,2,Lasso,0.026772988197674152,0.021019453870616295,-0.0036142683108844054,0.0,0.005705833435058594,False,OPTIMIZED
target_123,JPX_Platinum_Standard_Futures_Close - US_Stock_XOM_adj_close,2,RandomForest,0.028850901033791725,0.02201574187616635,-0.1654453031878782,0.022532053052392476,0.32720279693603516,False,OPTIMIZED
target_123,JPX_Platinum_Standard_Futures_Close - US_Stock_XOM_adj_close,2,ElasticNet,0.028459934087600895,0.021810141318756138,-0.1340727464829079,0.05694033010937428,0.07655072212219238,True,OPTIMIZED
target_123,JPX_Platinum_Standard_Futures_Close - US_Stock_XOM_adj_close,2,XGBoost,0.026772192401210003,0.021018944980731986,-0.0035546066242337915,0.0,0.16429448127746582,True,OPTIMIZED
target_123,JPX_Platinum_Standard_Futures_Close - US_Stock_XOM_adj_close,2,LightGBM,0.027876343248248753,0.021920110875598295,-0.08803969701437908,-0.050760639210202706,1.100231409072876,True,OPTIMIZED
target_124,LME_ZS_Close - US_Stock_AMP_adj_close,2,Ridge,0.028801246373737543,0.021946839213594267,-0.028143540842602732,0.12260064018613215,0.007600069046020508,False,OPTIMIZED
target_124,LME_ZS_Close - US_Stock_AMP_adj_close,2,Lasso,0.0284103369017791,0.021848144720448846,-0.0004236607493000033,0.0,0.005483865737915039,False,OPTIMIZED
target_124,LME_ZS_Close - US_Stock_AMP_adj_close,2,RandomForest,0.029095159326023953,0.022029969559162213,-0.049234751772143204,0.07084215046396246,0.3204843997955322,False,OPTIMIZED
target_124,LME_ZS_Close - US_Stock_AMP_adj_close,2,ElasticNet,0.02831554081006478,0.0215981022393116,0.006241380534513508,0.12698749721955577,0.2250983715057373,True,OPTIMIZED
target_124,LME_ZS_Close - US_Stock_AMP_adj_close,2,XGBoost,0.028831856453002503,0.02187702130656897,-0.03033013227822612,0.09704587586713137,0.2397937774658203,True,OPTIMIZED
target_124,LME_ZS_Close - US_Stock_AMP_adj_close,2,LightGBM,0.03012461907971513,0.022940269066384713,-0.12479742914489833,0.03872222083447822,1.7739856243133545,True,OPTIMIZED
target_125,FX_GBPNZD - LME_CA_Close,2,Ridge,0.019516388153586386,0.01459849538999486,-0.04427772646183037,-0.10748076759851541,0.007935285568237305,False,OPTIMIZED
target_125,FX_GBPNZD - LME_CA_Close,2,Lasso,0.01908926143889197,0.014164231035007524,0.000931254786802338,0.12728467555048006,0.0049626827239990234,False,OPTIMIZED
target_125,FX_GBPNZD - LME_CA_Close,2,RandomForest,0.01962697035905488,0.014684048506850398,-0.05614525961833605,-0.010687582465914088,0.3712491989135742,False,OPTIMIZED
target_125,FX_GBPNZD - LME_CA_Close,2,ElasticNet,0.019089249992266563,0.014164858510926533,0.0009324529433982764,0.12728467555048006,0.0036706924438476562,True,OPTIMIZED
target_125,FX_GBPNZD - LME_CA_Close,2,XGBoost,0.01909815836808531,0.014172457737279289,-2.338701430293355e-07,0.0,0.2749626636505127,True,OPTIMIZED
target_125,FX_GBPNZD - LME_CA_Close,2,LightGBM,0.019175263335462853,0.014265131616263188,-0.008091132672478185,-0.0948909154003534,0.20640349388122559,True,OPTIMIZED
target_126,LME_AH_Close - US_Stock_WMB_adj_close,2,Ridge,0.05364363742879965,0.04419853131667249,-3.4894937386904274,0.054831847059509234,0.006169795989990234,False,OPTIMIZED
target_126,LME_AH_Close - US_Stock_WMB_adj_close,2,Lasso,0.025389796623367593,0.01952920766324754,-0.005725304770975992,0.0,0.004464387893676758,False,OPTIMIZED
